"","N50"
"432",184.006645774129
"433",219.67384756607
"434",119.406712473432
"435",211.062847177408
"436",121.496558012576
"437",173.650552017419
"438",114.215534289637
"439",134.915850201462
"440",178.304668836134
"441",112.475029690308
"442",190.532195986678
"443",361.562585350068
"444",141.296299283013
"445",148.205355344474
"446",245.233408086442
"447",93.5011950928781
"448",147.371614757809
"449",148.205355344474
"450",240.432234022376
"451",226.316524493065
"452",302.042922896699
"453",211.062847177408
"454",153.236205355862
"455",220.567709809785
"456",136.12732234209
"457",149.995962224953
"458",69.0541152086771
"459",218.465076767527
"460",144.360784831837
"461",187.754345071017
"462",175.370843275589
"463",122.067957364315
"464",199.532678645389
"465",89.6510244425527
"466",122.750118434087
"467",175.370843275589
"468",373.537049297971
"469",184.006645774129
"470",474.639997755116
"471",261.89037007261
"472",136.12732234209
"473",253.883134997973
"474",41.9495422459273
"475",117.16843618111
"476",184.923006851867
"477",223.456330340117
"478",112.475029690308
"479",216.98041965326
"480",184.923006851867
"481",133.669923288522
"482",155.897284125284
"483",144.360784831837
"484",108.153162666195
"485",178.304668836134
"486",125.101693058131
"487",224.733966066885
"488",106.325166518032
"489",130.635541496756
"490",112.475029690308
"491",192.810464867088
"492",100.251907502601
"493",173.587321327608
"494",176.570083097847
"495",121.496558012576
"496",215.961552458696
"497",141.296299283013
"498",81.3833214546226
"499",149.995962224953
"500",144.552271749153
"501",124.782411929089
"502",187.754345071017
"503",122.692175914444
"504",112.475029690308
"505",114.215534289637
"506",79.2530394549715
"507",269.678142863067
"508",59.4143902877544
"509",73.429363520417
"510",152.573166564633
"511",248.123048103236
"512",84.8195966551447
"513",230.375441060516
"514",17.8177451849241
"515",223.456330340117
"516",176.570083097847
"517",154.297561136741
"518",82.2001010461658
"519",60.2290658193083
"520",48.6322435461
"521",164.963307873352
"522",214.032908086784
"523",85.2678158930501
"524",136.12732234209
"525",148.205355344474
"526",167.977412049066
"527",133.669923288522
"528",220.567709809785
"529",302.042922896699
"530",88.7206283162328
"531",122.692175914444
"532",77.7840299829424
"533",179.950397729243
"534",169.142250476653
"535",151.412530803078
"536",302.042922896699
"537",50.8885102597346
"538",130.372463208369
"539",125.101693058131
"540",240.432234022376
"541",148.205355344474
"542",114.215534289637
"543",35.4972424476487
"544",269.678142863067
"545",163.497995865296
"546",272.516337750308
"547",133.616262647245
"548",112.865370052266
"549",56.8353056293909
"550",163.40826199631
"551",153.236205355862
"552",108.153162666195
"553",223.456330340117
"554",144.870634628143
"555",148.205355344474
"556",207.8097526774
"557",144.360784831837
"558",92.2243987105414
"559",99.9562490712449
"560",253.588922543042
"561",179.950397729243
"562",64.3346986970086
"563",130.372463208369
"564",199.320250861923
"565",134.915850201462
"566",148.205355344474
"567",58.0404454371243
"568",157.492510711755
"569",154.297561136741
"570",114.215534289637
"571",64.5019558935247
"572",37.9868549316104
"573",186.464322874421
"574",187.754345071017
"575",46.1925581167697
"576",112.865370052266
"577",125.101693058131
"578",85.2678158930501
"579",93.8296857208518
"580",149.995962224953
"581",63.7483847928215
"582",84.8195966551447
"583",112.475029690308
"584",192.810464867088
"585",157.492510711755
"586",85.6294131040806
"587",154.297561136741
"588",64.2370083589316
"589",124.782411929089
"590",114.755137939376
"591",280.027090409358
"592",167.977412049066
"593",67.2723059783005
"594",124.447869535553
"595",116.812866883034
"596",51.4026843025918
"597",184.923006851867
"598",176.570083097847
"599",88.7206283162328
"600",151.412530803078
"601",164.963307873352
"602",104.255610804627
"603",44.6015097601759
"604",115.655786615272
"605",163.40826199631
"606",97.686138225303
"607",247.294740361865
"608",173.587321327608
"609",85.2678158930501
"610",83.0588363966077
"611",106.325166518032
"612",144.360784831837
"613",304.216958071542
"614",74.1592912093616
"615",125.101693058131
"616",221.999060639443
"617",105.116024869835
"618",133.616262647245
"619",69.0541152086771
"620",96.9362447046597
"621",209.473660395795
"622",215.961552458696
"623",173.650552017419
"624",148.205355344474
"625",296.65014806911
"626",59.4143902877544
"627",233.619407551693
"628",128.07261431177
"629",108.153162666195
"630",264.283766269483
"631",245.360902108577
"632",81.3833214546226
"633",132.539979608574
"634",248.123048103236
"635",108.153162666195
"636",157.492510711755
"637",62.6525927719761
"638",128.07261431177
"639",223.456330340117
"640",130.372463208369
"641",122.067957364315
"642",112.475029690308
"643",302.042922896699
"644",155.897284125284
"645",74.2590803764144
"646",70.1159789893265
"647",226.284179150825
"648",148.205355344474
"649",187.754345071017
"650",85.6294131040806
"651",117.462733132398
"652",148.205355344474
"653",257.51290060101
"654",144.360784831837
"655",112.475029690308
"656",148.205355344474
"657",99.08026523967
"658",84.8195966551447
"659",147.371614757809
"660",136.12732234209
"661",81.3833214546226
"662",199.532678645389
"663",108.153162666195
"664",187.754345071017
"665",114.215534289637
"666",92.2243987105414
"667",144.360784831837
"668",164.963307873352
"669",139.028185213322
"670",64.5019558935247
"671",108.153162666195
"672",81.3833214546226
"673",157.147912105339
"674",112.475029690308
"675",89.6510244425527
"676",99.978668640412
"677",37.138485941434
"678",216.98041965326
"679",147.371614757809
"680",148.205355344474
"681",112.475029690308
"682",119.059415859938
"683",214.032908086784
"684",136.12732234209
"685",184.923006851867
"686",125.101693058131
"687",73.3731953817584
"688",173.650552017419
"689",96.9362447046597
"690",99.9562490712449
"691",251.823889589777
"692",164.963307873352
"693",163.40826199631
"694",95.2638170553176
"695",155.897284125284
"696",112.475029690308
"697",56.2647195927331
"698",149.995962224953
"699",128.07261431177
"700",269.678142863067
"701",79.2530394549715
"702",96.8257935729829
"703",245.360902108577
"704",315.372134635087
"705",215.961552458696
"706",253.588922543042
"707",230.375441060516
"708",12.9217493727269
"709",138.78296408502
"710",106.814513384453
"711",184.923006851867
"712",153.236205355862
"713",154.297561136741
"714",71.0416856387684
"715",149.995962224953
"716",144.552271749153
"717",149.995962224953
"718",29.0427346457519
"719",106.325166518032
"720",20.6403949929283
"721",187.754345071017
"722",100.514136293507
"723",224.347790496126
"724",93.2657868474082
"725",269.678142863067
"726",164.963307873352
"727",269.678142863067
"728",149.995962224953
"729",175.370843275589
"730",157.492510711755
"731",69.0541152086771
"732",133.669923288522
"733",154.297561136741
"734",136.12732234209
"735",139.028185213322
"736",157.147912105339
"737",149.995962224953
"738",192.973747076561
"739",184.923006851867
"740",108.153162666195
"741",114.755137939376
"742",96.3737526632042
"743",125.101693058131
"744",83.1338101578201
"745",269.678142863067
"746",113.652699348726
"747",211.062847177408
"748",163.40826199631
"749",121.496558012576
"750",155.897284125284
"751",144.360784831837
"752",141.849502030127
"753",130.990642798436
"754",51.4026843025918
"755",144.360784831837
"756",79.2530394549715
"757",111.113564963596
"758",184.006645774129
"759",372.303357708785
"760",64.6479287575996
"761",221.999060639443
"762",255.256074268573
"763",179.950397729243
"764",122.750118434087
"765",147.371614757809
"766",211.062847177408
"767",280.027090409358
"768",33.2314020330734
"769",110.878113024881
"770",114.215534289637
"771",93.2657868474082
"772",173.587321327608
"773",64.3346986970086
"774",83.0588363966077
"775",323.467886673675
"776",92.2243987105414
"777",128.07261431177
"778",106.325166518032
"779",211.062847177408
"780",108.153162666195
"781",136.12732234209
"782",79.2530394549715
"783",178.304668836134
"784",186.464322874421
"785",155.897284125284
"786",136.12732234209
"787",95.2638170553176
"788",220.567709809785
"789",96.0699589900694
"790",108.153162666195
"791",136.12732234209
"792",20.6403949929283
"793",189.164214140523
"794",16.0186730864221
"795",106.325166518032
"796",112.865370052266
"797",144.552271749153
"798",253.588922543042
"799",144.360784831837
"800",151.364615670402
"801",122.692175914444
"802",187.754345071017
"803",93.5011950928781
"804",175.370843275589
"805",157.492510711755
"806",89.6510244425527
"807",54.1585852626905
"808",214.032908086784
"809",96.8257935729829
"810",114.755137939376
"811",71.0416856387684
"812",106.325166518032
"813",263.721391205395
"814",44.3385698781656
"815",112.865370052266
"816",124.447869535553
"817",122.692175914444
"818",204.270380776996
"819",245.233408086442
"820",125.101693058131
"821",166.525774472291
"822",163.497995865296
"823",56.8353056293909
"824",85.6294131040806
"825",148.205355344474
"826",215.961552458696
"827",122.692175914444
"828",173.650552017419
"829",450.34516057525
"830",152.573166564633
"831",148.205355344474
"832",110.878113024881
"833",252.175930726837
"834",149.995962224953
"835",350.658083314454
"836",177.486167173287
"837",125.101693058131
"838",144.360784831837
"839",41.9495422459273
"840",242.213537644546
"841",89.3606092819857
"842",41.9996962268799
"843",70.8338032360446
"844",304.216958071542
"845",130.990642798436
"846",132.196480442851
"847",77.7651795628309
"848",202.323881303622
"849",215.961552458696
"850",153.236205355862
"851",214.032908086784
"852",122.692175914444
"853",141.296299283013
"854",223.456330340117
"855",115.655786615272
"856",164.963307873352
"857",226.316524493065
"858",122.750118434087
"859",67.2128343831336
"860",141.296299283013
"861",178.304668836134
"862",263.721391205395
"863",148.205355344474
"864",148.205355344474
"865",252.175930726837
"866",141.296299283013
"867",153.236205355862
"868",67.2128343831336
"869",105.116024869835
"870",202.627727797962
"871",65.457339392905
"872",151.364615670402
"873",154.297561136741
"874",218.465076767527
"875",190.532195986678
"876",56.8353056293909
"877",141.296299283013
"878",184.923006851867
"879",148.205355344474
"880",100.514136293507
"881",179.950397729243
"882",302.042922896699
"883",215.961552458696
"884",77.7651795628309
"885",300.926239688399
"886",41.9495422459273
"887",267.918271759688
"888",79.2530394549715
"889",152.573166564633
"890",202.627727797962
"891",223.456330340117
"892",42.8801024217749
"893",164.963307873352
"894",255.256074268573
"895",155.897284125284
"896",33.7466193177009
"897",125.101693058131
"898",211.062847177408
"899",144.552271749153
"900",85.6294131040806
"901",148.205355344474
"902",51.4026843025918
"903",211.062847177408
"904",83.0588363966077
"905",134.915850201462
"906",215.961552458696
"907",166.525774472291
"908",73.429363520417
"909",263.721391205395
"910",93.5011950928781
"911",154.297561136741
"912",272.516337750308
"913",122.750118434087
"914",124.447869535553
"915",110.878113024881
"916",63.3643892657489
"917",169.142250476653
"918",25.1998815488523
"919",175.983901367139
"920",148.205355344474
"921",153.236205355862
"922",144.360784831837
"923",130.372463208369
"924",199.532678645389
"925",157.492510711755
"926",148.205355344474
"927",220.567709809785
"928",81.3833214546226
"929",117.16843618111
"930",122.750118434087
"931",184.923006851867
"932",269.678142863067
"933",99.978668640412
"934",63.7483847928215
"935",96.8257935729829
"936",149.995962224953
"937",214.032908086784
"938",67.2128343831336
"939",85.2678158930501
"940",166.525774472291
"941",112.475029690308
"942",33.8649380188411
"943",175.370843275589
"944",106.325166518032
"945",148.205355344474
"946",325.469130071353
"947",313.578563167636
"948",75.2994826403243
"949",77.7651795628309
"950",108.153162666195
"951",41.3660987518986
"952",224.733966066885
"953",108.153162666195
"954",122.750118434087
"955",166.525774472291
"956",266.239044083322
"957",111.113564963596
"958",71.2399029412783
"959",81.3833214546226
"960",325.469130071353
"961",164.963307873352
"962",60.2290658193083
"963",51.4026843025918
"964",255.256074268573
"965",93.2657868474082
"966",41.3660987518986
"967",83.0588363966077
"968",188.88246125857
"969",372.303357708785
"970",155.897284125284
"971",77.7651795628309
"972",218.465076767527
"973",114.755137939376
"974",152.573166564633
"975",89.3606092819857
"976",212.476115675086
"977",112.475029690308
"978",199.532678645389
"979",96.8257935729829
"980",120.642431394397
"981",173.650552017419
"982",290.596098664425
"983",77.7651795628309
"984",107.911779725708
"985",41.9996962268799
"986",41.9495422459273
"987",169.142250476653
"988",73.429363520417
"989",151.412530803078
"990",96.9362447046597
"991",100.251907502601
"992",190.532195986678
"993",184.923006851867
"994",110.878113024881
"995",64.6479287575996
"996",255.256074268573
"997",243.876213707109
"998",4.55158646108142
"999",128.07261431177
"1000",125.101693058131
"1001",89.3606092819857
"1002",85.2678158930501
"1003",111.113564963596
"1004",149.995962224953
"1005",152.573166564633
"1006",144.552271749153
"1007",148.205355344474
"1008",202.323881303622
"1009",96.3737526632042
"1010",122.750118434087
"1011",212.258839374734
"1012",187.754345071017
"1013",106.814513384453
"1014",266.239044083322
"1015",115.655786615272
"1016",141.296299283013
"1017",125.101693058131
"1018",264.283766269483
"1019",144.552271749153
"1020",88.6055323781996
"1021",108.153162666195
"1022",148.205355344474
"1023",164.963307873352
"1024",326.637688370837
"1025",144.360784831837
"1026",224.733966066885
"1027",122.692175914444
"1028",184.923006851867
"1029",81.3833214546226
"1030",187.754345071017
"1031",257.056426384223
"1032",312.415658907523
"1033",59.4143902877544
"1034",96.9362447046597
"1035",175.983901367139
"1036",177.486167173287
"1037",252.175930726837
"1038",44.3385698781656
"1039",44.6015097601759
"1040",325.469130071353
"1041",121.496558012576
"1042",245.360902108577
"1043",81.3833214546226
"1044",152.901351634778
"1045",263.721391205395
"1046",107.911779725708
"1047",266.239044083322
"1048",115.655786615272
"1049",141.296299283013
"1050",158.822592818681
"1051",184.923006851867
"1052",133.669923288522
"1053",64.6479287575996
"1054",108.153162666195
"1055",96.9362447046597
"1056",141.296299283013
"1057",179.950397729243
"1058",112.475029690308
"1059",41.9898594894862
"1060",199.532678645389
"1061",192.810464867088
"1062",261.89037007261
"1063",96.9362447046597
"1064",51.4026843025918
"1065",201.222140782313
"1066",144.552271749153
"1067",207.545140046357
"1068",229.553985900813
"1069",105.116024869835
"1070",149.995962224953
"1071",242.213537644546
"1072",173.587321327608
"1073",212.258839374734
"1074",64.3346986970086
"1075",144.360784831837
"1076",29.8092684047293
"1077",108.153162666195
"1078",156.684566512737
"1079",111.113564963596
"1080",82.9808801385903
"1081",112.475029690308
"1082",105.116024869835
"1083",92.2243987105414
"1084",96.9362447046597
"1085",153.236205355862
"1086",201.222140782313
"1087",154.297561136741
"1088",112.475029690308
"1089",151.412530803078
"1090",83.1338101578201
"1091",93.2657868474082
"1092",190.532195986678
"1093",214.032908086784
"1094",255.256074268573
"1095",122.750118434087
"1096",88.1165501147955
"1097",99.9562490712449
"1098",133.616262647245
"1099",184.923006851867
"1100",261.89037007261
"1101",144.552271749153
"1102",155.897284125284
"1103",95.2638170553176
"1104",133.616262647245
"1105",157.142052358161
"1106",144.360784831837
"1107",141.296299283013
"1108",221.999060639443
"1109",323.467886673675
"1110",93.8296857208518
"1111",187.754345071017
"1112",441.299790437458
"1113",175.370843275589
"1114",66.3074787850916
"1115",207.545140046357
"1116",96.3737526632042
"1117",207.545140046357
"1118",108.153162666195
"1119",224.733966066885
"1120",124.782411929089
"1121",50.4172849661679
"1122",242.213537644546
"1123",264.283766269483
"1124",230.375441060516
"1125",124.839005745817
"1126",187.754345071017
"1127",141.296299283013
"1128",242.213537644546
"1129",93.5011950928781
"1130",325.469130071353
"1131",112.475029690308
"1132",71.0416856387684
"1133",211.062847177408
"1134",163.40826199631
"1135",350.658083314454
"1136",161.888764881839
"1137",79.2530394549715
"1138",84.8195966551447
"1139",114.755137939376
"1140",114.755137939376
"1141",221.999060639443
"1142",179.950397729243
"1143",110.878113024881
"1144",173.587321327608
"1145",70.8338032360446
"1146",144.360784831837
"1147",85.9702332140678
"1148",95.2638170553176
"1149",148.205355344474
"1150",121.496558012576
"1151",107.78475278003
"1152",114.215534289637
"1153",115.655786615272
"1154",77.4940478193447
"1155",184.006645774129
"1156",153.236205355862
"1157",211.062847177408
"1158",110.878113024881
"1159",133.616262647245
"1160",153.236205355862
"1161",144.360784831837
"1162",122.067957364315
"1163",141.296299283013
"1164",266.239044083322
"1165",70.8338032360446
"1166",114.215534289637
"1167",187.754345071017
"1168",122.067957364315
"1169",77.7651795628309
"1170",326.637688370837
"1171",73.3731953817584
"1172",252.175930726837
"1173",46.4377614711385
"1174",215.961552458696
"1175",151.364615670402
"1176",125.101693058131
"1177",97.686138225303
"1178",173.587321327608
"1179",100.251907502601
"1180",130.372463208369
"1181",114.755137939376
"1182",207.545140046357
"1183",141.296299283013
"1184",325.469130071353
"1185",81.3833214546226
"1186",141.296299283013
"1187",125.101693058131
"1188",144.360784831837
"1189",125.101693058131
"1190",141.296299283013
"1191",93.5011950928781
"1192",112.475029690308
"1193",106.325166518032
"1194",154.297561136741
"1195",133.616262647245
"1196",148.205355344474
"1197",148.205355344474
"1198",148.205355344474
"1199",144.360784831837
"1200",122.067957364315
"1201",96.8257935729829
"1202",184.923006851867
"1203",108.153162666195
"1204",157.492510711755
"1205",293.912775472635
"1206",114.755137939376
"1207",139.012878936926
"1208",255.256074268573
"1209",184.923006851867
"1210",64.6479287575996
"1211",338.560171610846
"1212",112.475029690308
"1213",141.296299283013
"1214",122.692175914444
"1215",147.660840403503
"1216",151.412530803078
"1217",175.370843275589
"1218",44.6015097601759
"1219",272.516337750308
"1220",152.573166564633
"1221",302.042922896699
"1222",176.570083097847
"1223",266.239044083322
"1224",85.6294131040806
"1225",175.983901367139
"1226",85.2678158930501
"1227",169.142250476653
"1228",105.116024869835
"1229",71.0416856387684
"1230",92.2243987105414
"1231",251.823889589777
"1232",361.562585350068
"1233",148.205355344474
"1234",49.6924336214958
"1235",319.90929337732
"1236",189.164214140523
"1237",215.961552458696
"1238",215.961552458696
"1239",144.552271749153
"1240",184.923006851867
"1241",144.552271749153
"1242",157.142052358161
"1243",220.567709809785
"1244",219.67384756607
"1245",99.978668640412
"1246",291.951095162162
"1247",223.456330340117
"1248",64.3346986970086
"1249",178.304668836134
"1250",305.492816697264
"1251",41.5946958289353
"1252",70.8338032360446
"1253",115.655786615272
"1254",122.692175914444
"1255",112.865370052266
"1256",202.323881303622
"1257",178.304668836134
"1258",315.372134635087
"1259",169.142250476653
"1260",46.23521649774
"1261",155.897284125284
"1262",93.5011950928781
"1263",74.7937557347631
"1264",166.525774472291
"1265",115.655786615272
"1266",71.0416856387684
"1267",153.236205355862
"1268",304.216958071542
"1269",139.012878936926
"1270",184.923006851867
"1271",114.215534289637
"1272",169.142250476653
"1273",141.296299283013
"1274",323.467886673675
"1275",184.923006851867
"1276",124.782411929089
"1277",56.2647195927331
"1278",216.98041965326
"1279",144.360784831837
"1280",93.5011950928781
"1281",280.027090409358
"1282",154.297561136741
"1283",263.237620310765
"1284",166.525774472291
"1285",350.658083314454
"1286",144.360784831837
"1287",39.5357412130457
"1288",151.412530803078
"1289",176.570083097847
"1290",220.567709809785
"1291",252.175930726837
"1292",251.823889589777
"1293",100.251907502601
"1294",34.0785282532092
"1295",114.755137939376
"1296",136.12732234209
"1297",211.062847177408
"1298",158.822592818681
"1299",220.567709809785
"1300",187.754345071017
"1301",115.655786615272
"1302",114.215534289637
"1303",175.983901367139
"1304",114.755137939376
"1305",184.923006851867
"1306",245.360902108577
"1307",187.754345071017
"1308",163.40826199631
"1309",96.8257935729829
"1310",151.412530803078
"1311",220.567709809785
"1312",20.9416555768063
"1313",139.028185213322
"1314",67.2128343831336
"1315",155.897284125284
"1316",77.7651795628309
"1317",108.153162666195
"1318",69.0541152086771
"1319",202.323881303622
"1320",108.153162666195
"1321",95.2638170553176
"1322",139.028185213322
"1323",141.296299283013
"1324",266.239044083322
"1325",77.7840299829424
"1326",192.391142716376
"1327",164.963307873352
"1328",187.754345071017
"1329",224.347790496126
"1330",87.2155461839276
"1331",132.190546105722
"1332",255.256074268573
"1333",104.255610804627
"1334",312.167754057442
"1335",164.963307873352
