"","N50"
"2529",124.447869535553
"2530",302.042922896699
"2531",99.08026523967
"2532",202.323881303622
"2533",75.2994826403243
"2534",184.923006851867
"2535",152.901351634778
"2536",215.961552458696
"2537",139.028185213322
"2538",71.0416856387684
"2539",92.2243987105414
"2540",166.525774472291
"2541",138.78296408502
"2542",187.754345071017
"2543",119.099507151667
"2544",148.205355344474
"2545",151.412530803078
"2546",147.660840403503
"2547",148.821527509773
"2548",220.567709809785
"2549",149.995962224953
"2550",138.78296408502
"2551",199.532678645389
"2552",241.103809684969
"2553",223.456330340117
"2554",190.532195986678
"2555",149.995962224953
"2556",96.9362447046597
"2557",240.701121413345
"2558",220.567709809785
"2559",266.239044083322
"2560",141.296299283013
"2561",213.122539051147
"2562",293.912775472635
"2563",125.101693058131
"2564",242.213537644546
"2565",141.296299283013
"2566",177.486167173287
"2567",108.153162666195
"2568",338.560171610846
"2569",242.213537644546
"2570",252.175930726837
"2571",121.496558012576
"2572",252.175930726837
"2573",124.447869535553
"2574",173.650552017419
"2575",223.456330340117
"2576",187.754345071017
"2577",223.456330340117
"2578",199.532678645389
"2579",105.116024869835
"2580",151.412530803078
"2581",108.375982267035
"2582",166.525774472291
"2583",110.878113024881
"2584",136.12732234209
"2585",112.475029690308
"2586",77.7840299829424
"2587",173.587321327608
"2588",148.205355344474
"2589",223.456330340117
"2590",114.215534289637
"2591",122.067957364315
"2592",155.897284125284
"2593",84.8195966551447
"2594",77.7651795628309
"2595",30.4489621062621
"2596",122.692175914444
"2597",96.8257935729829
"2598",184.923006851867
"2599",147.660840403503
"2600",253.883134997973
"2601",144.360784831837
"2602",130.372463208369
"2603",93.5011950928781
"2604",95.2638170553176
"2605",302.042922896699
"2606",184.923006851867
"2607",148.205355344474
"2608",148.205355344474
"2609",134.915850201462
"2610",186.119240802335
"2611",112.475029690308
"2612",81.3833214546226
"2613",290.596098664425
"2614",130.372463208369
"2615",164.963307873352
"2616",202.627727797962
"2617",221.999060639443
"2618",172.552350595818
"2619",201.222140782313
"2620",93.5011950928781
"2621",70.8338032360446
"2622",111.113564963596
"2623",128.07261431177
"2624",70.8338032360446
"2625",124.782411929089
"2626",125.101693058131
"2627",181.206850015055
"2628",122.067957364315
"2629",96.3737526632042
"2630",257.056426384223
"2631",173.587321327608
"2632",141.296299283013
"2633",199.050871415773
"2634",125.101693058131
"2635",112.475029690308
"2636",155.897284125284
"2637",240.701121413345
"2638",134.915850201462
"2639",173.587321327608
"2640",223.456330340117
"2641",148.205355344474
"2642",164.963307873352
"2643",132.539979608574
"2644",116.11645101677
"2645",95.2638170553176
"2646",133.616262647245
"2647",215.961552458696
"2648",77.7651795628309
"2649",69.0541152086771
"2650",122.067957364315
"2651",122.067957364315
"2652",84.8195966551447
"2653",144.360784831837
"2654",111.113564963596
"2655",114.215534289637
"2656",128.07261431177
"2657",138.321871803034
"2658",184.923006851867
"2659",112.475029690308
"2660",125.101693058131
"2661",255.256074268573
"2662",56.8353056293909
"2663",184.923006851867
"2664",176.570083097847
"2665",164.963307873352
"2666",111.113564963596
"2667",50.1110752956417
"2668",224.347790496126
"2669",169.142250476653
"2670",163.497995865296
"2671",252.175930726837
"2672",266.239044083322
"2673",154.297561136741
"2674",157.147912105339
"2675",81.3833214546226
"2676",89.6510244425527
"2677",214.032908086784
"2678",92.2243987105414
"2679",263.237620310765
"2680",144.360784831837
"2681",79.2530394549715
"2682",111.113564963596
"2683",122.692175914444
"2684",252.175930726837
"2685",272.516337750308
"2686",96.9362447046597
"2687",153.236205355862
"2688",105.116024869835
"2689",125.101693058131
"2690",179.950397729243
"2691",67.2128343831336
"2692",187.754345071017
"2693",85.6294131040806
"2694",71.0416856387684
"2695",37.1427510038547
"2696",111.113564963596
"2697",257.51290060101
"2698",214.032908086784
"2699",255.256074268573
"2700",166.525774472291
"2701",64.3346986970086
"2702",149.995962224953
"2703",187.754345071017
"2704",111.113564963596
"2705",112.865370052266
"2706",144.360784831837
"2707",141.296299283013
"2708",124.447869535553
"2709",63.7483847928215
"2710",272.516337750308
"2711",148.205355344474
"2712",79.4092031029373
"2713",272.516337750308
"2714",184.923006851867
"2715",152.573166564633
"2716",280.027090409358
"2717",179.950397729243
"2718",223.456330340117
"2719",175.983901367139
"2720",149.995962224953
"2721",77.7840299829424
"2722",114.215534289637
"2723",93.8296857208518
"2724",51.7297449428015
"2725",122.692175914444
"2726",179.503855295412
"2727",173.650552017419
"2728",125.193691869087
"2729",122.692175914444
"2730",242.213537644546
"2731",189.164214140523
"2732",112.475029690308
"2733",163.497995865296
"2734",184.006645774129
"2735",179.950397729243
"2736",112.865370052266
"2737",177.486167173287
"2738",155.882085633096
"2739",83.1338101578201
"2740",155.897284125284
"2741",175.370843275589
"2742",59.4143902877544
"2743",175.370843275589
"2744",48.4941111041017
"2745",212.258839374734
"2746",110.878113024881
"2747",223.456330340117
"2748",207.545140046357
"2749",325.386587168516
"2750",93.8296857208518
"2751",199.532678645389
"2752",99.08026523967
"2753",65.457339392905
"2754",149.995962224953
"2755",211.062847177408
"2756",121.496558012576
"2757",231.963147213079
"2758",201.222140782313
"2759",125.101693058131
"2760",121.496558012576
"2761",83.0588363966077
"2762",211.062847177408
"2763",122.067957364315
"2764",312.167754057442
"2765",149.995962224953
"2766",124.447869535553
"2767",221.999060639443
"2768",149.995962224953
"2769",81.3833214546226
"2770",93.5011950928781
"2771",112.475029690308
"2772",136.12732234209
"2773",178.304668836134
"2774",96.9362447046597
"2775",153.236205355862
"2776",151.412530803078
"2777",144.552271749153
"2778",107.78475278003
"2779",155.897284125284
"2780",122.750118434087
"2781",128.07261431177
"2782",223.456330340117
"2783",141.296299283013
"2784",104.255610804627
"2785",138.78296408502
"2786",258.3165610248
"2787",152.573166564633
"2788",99.9562490712449
"2789",255.256074268573
"2790",177.486167173287
"2791",154.297561136741
"2792",77.7651795628309
"2793",263.721391205395
"2794",253.588922543042
"2795",95.2638170553176
"2796",95.2638170553176
"2797",319.90929337732
"2798",92.2243987105414
"2799",166.525774472291
"2800",133.519769474251
"2801",73.429363520417
"2802",264.283766269483
"2803",106.325166518032
"2804",77.7840299829424
"2805",202.323881303622
"2806",59.6334715262979
"2807",173.587321327608
"2808",80.9417196280053
"2809",74.1592912093616
"2810",133.669923288522
"2811",175.983901367139
"2812",312.167754057442
"2813",112.475029690308
"2814",51.7297449428015
"2815",290.596098664425
"2816",221.999060639443
"2817",85.2678158930501
"2818",191.774104796592
"2819",56.2647195927331
"2820",388.044711020733
"2821",144.552271749153
"2822",172.552350595818
"2823",125.101693058131
"2824",255.256074268573
"2825",202.323881303622
"2826",14.2787911250115
"2827",220.567709809785
"2828",133.616262647245
"2829",211.062847177408
"2830",122.067957364315
"2831",79.2530394549715
"2832",136.897754460828
"2833",125.101693058131
"2834",92.2243987105414
"2835",138.78296408502
"2836",166.525774472291
"2837",173.587321327608
"2838",149.995962224953
"2839",125.101693058131
"2840",221.999060639443
"2841",207.545140046357
"2842",179.950397729243
"2843",122.067957364315
"2844",108.153162666195
"2845",132.190546105722
"2846",179.950397729243
"2847",149.995962224953
"2848",153.236205355862
"2849",156.684566512737
"2850",41.3660987518986
"2851",83.0588363966077
"2852",110.878113024881
"2853",144.552271749153
"2854",92.2243987105414
"2855",272.516337750308
"2856",106.325166518032
"2857",92.2243987105414
"2858",139.028185213322
"2859",112.475029690308
"2860",85.2678158930501
"2861",144.552271749153
"2862",202.323881303622
"2863",110.878113024881
"2864",153.236205355862
"2865",95.2638170553176
"2866",144.360784831837
"2867",176.570083097847
"2868",112.475029690308
"2869",223.456330340117
"2870",211.062847177408
"2871",85.2678158930501
"2872",136.12732234209
"2873",264.283766269483
"2874",128.07261431177
"2875",43.2079852883184
"2876",173.232657239146
"2877",163.40826199631
"2878",157.147912105339
"2879",164.963307873352
"2880",124.447869535553
"2881",141.296299283013
"2882",155.897284125284
"2883",215.961552458696
"2884",138.78296408502
"2885",184.923006851867
"2886",149.995962224953
"2887",139.012878936926
"2888",114.215534289637
"2889",96.9362447046597
"2890",110.878113024881
"2891",315.372134635087
"2892",125.101693058131
"2893",144.870634628143
"2894",122.750118434087
"2895",263.237620310765
"2896",202.627727797962
"2897",93.5011950928781
"2898",108.375982267035
"2899",251.823889589777
"2900",133.669923288522
"2901",106.325166518032
"2902",144.360784831837
"2903",148.205355344474
"2904",269.678142863067
"2905",214.032908086784
"2906",48.434346537291
"2907",155.897284125284
"2908",96.8257935729829
"2909",173.587321327608
"2910",81.3833214546226
"2911",184.923006851867
"2912",141.296299283013
"2913",104.255610804627
"2914",124.782411929089
"2915",77.7799145239955
"2916",46.1925581167697
"2917",175.134203440746
"2918",133.616262647245
"2919",211.062847177408
"2920",242.213537644546
"2921",122.067957364315
"2922",108.153162666195
"2923",163.40826199631
"2924",99.978668640412
"2925",130.990642798436
"2926",394.953185328707
"2927",34.3053560288378
"2928",77.7651795628309
"2929",141.296299283013
"2930",114.215534289637
"2931",115.655786615272
"2932",132.190546105722
"2933",338.560171610846
"2934",154.297561136741
"2935",56.8353056293909
"2936",134.915850201462
"2937",144.552271749153
"2938",89.6510244425527
"2939",148.205355344474
"2940",144.360784831837
"2941",114.215534289637
"2942",125.101693058131
"2943",155.897284125284
"2944",64.6479287575996
"2945",211.062847177408
"2946",149.995962224953
"2947",95.2638170553176
"2948",56.8353056293909
"2949",224.733966066885
"2950",64.3346986970086
"2951",290.596098664425
"2952",133.616262647245
"2953",179.950397729243
"2954",151.412530803078
"2955",148.205355344474
"2956",88.1165501147955
"2957",118.021682255992
"2958",202.323881303622
"2959",163.40826199631
"2960",124.782411929089
"2961",48.4941111041017
"2962",272.516337750308
"2963",123.953287132989
"2964",133.669923288522
"2965",190.532195986678
"2966",211.062847177408
"2967",176.570083097847
"2968",176.570083097847
"2969",302.042922896699
"2970",386.11118978661
"2971",169.142250476653
"2972",96.3737526632042
"2973",139.772052285176
"2974",93.5011950928781
"2975",164.963307873352
"2976",122.692175914444
"2977",125.101693058131
"2978",220.567709809785
"2979",290.596098664425
"2980",240.432234022376
"2981",122.692175914444
"2982",157.142052358161
"2983",128.07261431177
"2984",58.0404454371243
"2985",144.552271749153
"2986",211.062847177408
"2987",130.372463208369
"2988",179.950397729243
"2989",223.456330340117
"2990",224.347790496126
"2991",218.465076767527
"2992",154.297561136741
"2993",85.2678158930501
"2994",188.955494398846
"2995",46.1925581167697
"2996",242.213537644546
"2997",95.2638170553176
"2998",77.7651795628309
"2999",302.042922896699
"3000",92.2243987105414
"3001",114.702384214786
"3002",111.113564963596
"3003",173.232657239146
"3004",136.12732234209
"3005",224.347790496126
"3006",155.897284125284
"3007",219.67384756607
"3008",211.062847177408
"3009",70.8338032360446
"3010",147.371614757809
"3011",130.635541496756
"3012",81.3833214546226
"3013",209.473660395795
"3014",187.754345071017
"3015",151.364615670402
"3016",163.497995865296
"3017",184.923006851867
"3018",111.113564963596
"3019",93.5011950928781
"3020",187.754345071017
"3021",263.721391205395
"3022",106.325166518032
"3023",269.678142863067
"3024",58.4950702654056
"3025",253.588922543042
"3026",125.193691869087
"3027",64.2370083589316
"3028",117.462733132398
"3029",93.8296857208518
"3030",44.6015097601759
"3031",60.2290658193083
"3032",175.370843275589
"3033",122.067957364315
"3034",184.923006851867
"3035",164.963307873352
"3036",184.923006851867
"3037",315.372134635087
"3038",134.915850201462
"3039",132.539979608574
"3040",187.754345071017
"3041",141.296299283013
"3042",218.465076767527
"3043",124.782411929089
"3044",67.2128343831336
"3045",81.3833214546226
"3046",144.360784831837
"3047",184.006645774129
"3048",149.995962224953
"3049",82.2001010461658
"3050",144.360784831837
"3051",45.1893681627211
"3052",77.7651795628309
"3053",255.256074268573
"3054",25.2354509552196
"3055",152.901351634778
"3056",144.360784831837
"3057",152.573166564633
"3058",133.669923288522
"3059",89.6510244425527
"3060",136.12732234209
"3061",224.347790496126
"3062",108.153162666195
"3063",96.9362447046597
"3064",112.475029690308
"3065",99.9562490712449
"3066",56.2647195927331
"3067",211.062847177408
"3068",50.1110752956417
"3069",139.028185213322
"3070",118.586641187902
"3071",139.012878936926
"3072",257.056426384223
"3073",77.7651795628309
"3074",81.3833214546226
"3075",300.951338527486
"3076",187.754345071017
"3077",278.598778012207
"3078",93.8296857208518
"3079",184.923006851867
"3080",74.4834809520574
"3081",220.567709809785
"3082",106.325166518032
"3083",199.532678645389
"3084",63.7483847928215
"3085",96.9362447046597
"3086",164.963307873352
"3087",317.986448565349
"3088",108.153162666195
"3089",189.164214140523
"3090",315.372134635087
"3091",139.012878936926
"3092",112.475029690308
"3093",179.950397729243
"3094",242.213537644546
"3095",115.655786615272
"3096",84.8195966551447
"3097",95.2638170553176
"3098",133.616262647245
"3099",214.032908086784
"3100",83.1338101578201
"3101",83.1338101578201
"3102",163.40826199631
"3103",257.030873982119
"3104",223.456330340117
"3105",112.475029690308
"3106",136.12732234209
"3107",179.950397729243
"3108",108.153162666195
"3109",251.823889589777
"3110",178.304668836134
"3111",166.525774472291
"3112",148.205355344474
"3113",112.475029690308
"3114",151.364615670402
"3115",215.961552458696
"3116",176.570083097847
"3117",148.205355344474
"3118",85.6294131040806
"3119",361.562585350068
"3120",73.429363520417
"3121",148.205355344474
"3122",152.573166564633
"3123",106.325166518032
"3124",204.740988053104
"3125",112.475029690308
"3126",215.961552458696
"3127",269.678142863067
"3128",112.475029690308
"3129",66.3074787850916
"3130",184.923006851867
"3131",114.215534289637
"3132",373.537049297971
"3133",149.995962224953
"3134",115.655786615272
"3135",148.205355344474
"3136",114.215534289637
"3137",240.701121413345
"3138",157.147912105339
"3139",85.2678158930501
"3140",43.9115365352177
"3141",106.261001015561
"3142",280.027090409358
"3143",349.406720368694
"3144",99.9562490712449
"3145",242.213537644546
"3146",175.983901367139
"3147",144.360784831837
"3148",56.8353056293909
"3149",134.915850201462
"3150",74.4834809520574
"3151",96.9362447046597
"3152",317.986448565349
"3153",187.754345071017
"3154",99.9562490712449
"3155",155.897284125284
"3156",114.755137939376
"3157",96.9362447046597
"3158",116.812866883034
"3159",148.205355344474
"3160",124.447869535553
"3161",83.0588363966077
"3162",110.878113024881
"3163",184.006645774129
"3164",202.323881303622
"3165",133.616262647245
"3166",112.475029690308
"3167",99.978668640412
"3168",124.447869535553
"3169",214.032908086784
"3170",184.006645774129
"3171",144.360784831837
"3172",88.1165501147955
"3173",59.6334715262979
"3174",148.205355344474
"3175",211.062847177408
"3176",252.175930726837
"3177",128.07261431177
"3178",164.963307873352
"3179",74.4834809520574
"3180",253.883134997973
"3181",182.11771237201
"3182",144.360784831837
"3183",74.2590803764144
"3184",125.101693058131
"3185",83.1338101578201
"3186",154.297561136741
"3187",83.5824157186266
"3188",59.8738324657526
"3189",187.754345071017
"3190",178.304668836134
"3191",93.8296857208518
"3192",220.567709809785
"3193",95.2638170553176
"3194",108.153162666195
"3195",132.196480442851
"3196",156.684566512737
"3197",144.360784831837
"3198",122.692175914444
"3199",255.256074268573
"3200",224.733966066885
"3201",100.251907502601
"3202",187.754345071017
"3203",73.3731953817584
"3204",173.232657239146
"3205",178.304668836134
"3206",141.296299283013
"3207",130.759456788892
"3208",104.255610804627
"3209",117.462733132398
"3210",166.525774472291
"3211",175.370843275589
"3212",96.9362447046597
"3213",149.995962224953
"3214",124.447869535553
"3215",211.062847177408
"3216",89.6510244425527
"3217",96.9362447046597
"3218",252.175930726837
"3219",133.616262647245
"3220",164.963307873352
"3221",50.1110752956417
"3222",107.78475278003
"3223",92.2243987105414
"3224",100.514136293507
"3225",175.370843275589
"3226",209.473660395795
"3227",157.142052358161
"3228",59.4143902877544
"3229",215.961552458696
"3230",179.950397729243
"3231",96.8257935729829
"3232",73.429363520417
"3233",122.750118434087
"3234",221.999060639443
"3235",241.103809684969
"3236",148.205355344474
"3237",122.067957364315
"3238",252.175930726837
"3239",133.616262647245
"3240",226.316524493065
"3241",85.9702332140678
"3242",95.2638170553176
"3243",163.40826199631
"3244",162.030214522638
"3245",122.750118434087
"3246",106.325166518032
"3247",155.882085633096
"3248",153.236205355862
"3249",134.915850201462
"3250",450.34516057525
"3251",130.635541496756
"3252",148.205355344474
"3253",166.525774472291
"3254",192.973747076561
"3255",187.754345071017
"3256",64.3425440801731
"3257",114.755137939376
"3258",155.897284125284
"3259",48.6322435461
"3260",112.865370052266
"3261",252.175930726837
"3262",163.497995865296
"3263",85.2678158930501
"3264",85.6294131040806
"3265",92.2243987105414
"3266",130.759456788892
"3267",214.032908086784
"3268",179.950397729243
"3269",60.2290658193083
"3270",67.2128343831336
"3271",93.2657868474082
"3272",187.754345071017
"3273",350.658083314454
"3274",128.07261431177
"3275",211.062847177408
"3276",245.360902108577
"3277",132.539979608574
"3278",114.215534289637
"3279",151.364615670402
"3280",108.153162666195
"3281",114.215534289637
"3282",122.750118434087
"3283",187.754345071017
"3284",112.475029690308
"3285",133.616262647245
"3286",177.486167173287
"3287",155.897284125284
"3288",179.950397729243
"3289",266.239044083322
"3290",172.552350595818
"3291",122.692175914444
"3292",290.596098664425
"3293",115.655786615272
"3294",242.213537644546
"3295",101.807185592459
"3296",96.3737526632042
"3297",164.963307873352
"3298",179.950397729243
"3299",96.9362447046597
"3300",144.360784831837
"3301",257.030873982119
"3302",175.370843275589
"3303",85.9702332140678
"3304",124.782411929089
"3305",223.456330340117
"3306",122.750118434087
"3307",141.296299283013
"3308",79.2530394549715
"3309",183.258841134266
"3310",106.325166518032
"3311",108.153162666195
"3312",59.6334715262979
"3313",204.270380776996
"3314",139.012878936926
"3315",83.0588363966077
"3316",141.296299283013
"3317",112.865370052266
"3318",122.692175914444
"3319",133.669923288522
"3320",157.492510711755
"3321",85.2678158930501
"3322",96.9362447046597
"3323",96.9362447046597
"3324",122.067957364315
"3325",300.951338527486
"3326",144.360784831837
"3327",60.2290658193083
"3328",189.164214140523
"3329",85.2678158930501
"3330",132.539979608574
"3331",144.552271749153
"3332",124.782411929089
"3333",207.8097526774
"3334",122.067957364315
"3335",83.5824157186266
"3336",315.372134635087
"3337",122.692175914444
"3338",141.296299283013
"3339",169.142250476653
"3340",110.878113024881
"3341",67.2723059783005
"3342",84.6224575898135
"3343",50.1110752956417
"3344",96.0699589900694
"3345",255.256074268573
"3346",104.255610804627
"3347",114.755137939376
"3348",108.153162666195
"3349",132.539979608574
"3350",93.5011950928781
"3351",69.7644231224319
"3352",85.2678158930501
"3353",93.5011950928781
"3354",173.650552017419
"3355",56.8353056293909
"3356",169.142250476653
"3357",179.950397729243
"3358",81.3833214546226
"3359",96.3737526632042
"3360",148.205355344474
"3361",169.142250476653
"3362",85.6294131040806
"3363",147.371614757809
"3364",96.8257935729829
"3365",252.175930726837
"3366",121.496558012576
"3367",96.3737526632042
"3368",218.465076767527
"3369",144.552271749153
"3370",106.325166518032
"3371",178.304668836134
"3372",240.835912536157
"3373",175.370843275589
"3374",117.16843618111
"3375",242.213537644546
"3376",54.1585852626905
"3377",84.8195966551447
"3378",147.371614757809
"3379",96.3737526632042
"3380",144.552271749153
"3381",173.587321327608
"3382",96.8257935729829
"3383",66.0887292326444
"3384",90.9490825481818
"3385",209.473660395795
"3386",179.902036073926
"3387",157.147912105339
"3388",173.650552017419
"3389",255.256074268573
"3390",130.990642798436
"3391",125.101693058131
"3392",290.596098664425
"3393",179.950397729243
"3394",67.5696400004604
"3395",148.205355344474
"3396",134.915850201462
"3397",161.888764881839
"3398",148.205355344474
"3399",218.465076767527
"3400",242.213537644546
"3401",207.545140046357
"3402",141.296299283013
"3403",187.754345071017
"3404",89.3606092819857
"3405",128.07261431177
"3406",138.78296408502
"3407",73.429363520417
"3408",179.950397729243
"3409",272.516337750308
"3410",44.6015097601759
"3411",157.492510711755
"3412",115.655786615272
"3413",155.897284125284
"3414",92.2243987105414
"3415",147.435136763337
"3416",179.950397729243
"3417",122.067957364315
"3418",108.153162666195
"3419",77.7799145239955
"3420",50.8885102597346
"3421",144.360784831837
"3422",155.897284125284
"3423",169.142250476653
"3424",211.062847177408
"3425",175.370843275589
"3426",184.006645774129
"3427",41.9495422459273
"3428",96.9362447046597
"3429",184.923006851867
"3430",121.496558012576
"3431",153.236205355862
"3432",130.372463208369
"3433",106.325166518032
"3434",252.175930726837
"3435",149.995962224953
"3436",179.950397729243
"3437",263.237620310765
"3438",149.995962224953
"3439",148.205355344474
"3440",218.465076767527
"3441",111.113564963596
"3442",157.142052358161
"3443",63.3643892657489
"3444",184.923006851867
"3445",305.492816697264
"3446",100.251907502601
"3447",119.888929243275
"3448",163.40826199631
"3449",73.429363520417
"3450",187.754345071017
"3451",108.153162666195
"3452",130.372463208369
"3453",112.475029690308
"3454",184.923006851867
"3455",130.635541496756
"3456",84.8195966551447
"3457",148.205355344474
"3458",224.733966066885
"3459",108.153162666195
"3460",211.062847177408
"3461",163.40826199631
"3462",112.475029690308
"3463",112.865370052266
"3464",155.897284125284
"3465",132.539979608574
"3466",151.364615670402
"3467",96.3737526632042
"3468",163.40826199631
"3469",122.750118434087
"3470",141.296299283013
"3471",41.3660987518986
"3472",30.4489621062621
"3473",77.7840299829424
"3474",272.516337750308
"3475",153.236205355862
"3476",97.686138225303
"3477",106.325166518032
"3478",231.963147213079
"3479",157.492510711755
"3480",224.347790496126
"3481",106.325166518032
"3482",153.236205355862
"3483",130.635541496756
"3484",148.205355344474
"3485",125.101693058131
"3486",173.650552017419
"3487",207.545140046357
"3488",136.821232305206
"3489",224.347790496126
"3490",121.496558012576
"3491",187.754345071017
"3492",89.3606092819857
"3493",132.190546105722
"3494",319.90929337732
"3495",144.360784831837
"3496",132.190546105722
"3497",130.372463208369
"3498",163.40826199631
"3499",164.963307873352
"3500",163.40826199631
"3501",128.07261431177
"3502",83.1338101578201
"3503",83.0588363966077
"3504",92.2243987105414
"3505",114.215534289637
"3506",122.692175914444
"3507",81.3833214546226
"3508",144.360784831837
"3509",144.360784831837
"3510",92.2243987105414
"3511",93.8296857208518
"3512",64.2370083589316
"3513",149.995962224953
"3514",148.205355344474
"3515",223.456330340117
"3516",96.9362447046597
"3517",176.570083097847
"3518",384.428213505315
"3519",179.902036073926
"3520",112.865370052266
"3521",77.7651795628309
"3522",162.030214522638
"3523",266.239044083322
"3524",69.0541152086771
"3525",148.205355344474
"3526",148.205355344474
"3527",84.8195966551447
"3528",99.9562490712449
"3529",92.2243987105414
"3530",290.596098664425
"3531",85.2678158930501
"3532",148.205355344474
"3533",149.995962224953
"3534",128.07261431177
"3535",169.603612565838
"3536",173.232657239146
"3537",122.750118434087
"3538",96.9362447046597
"3539",163.40826199631
"3540",29.8092684047293
"3541",121.496558012576
"3542",280.027090409358
"3543",74.7937557347631
"3544",267.516758931437
"3545",124.782411929089
"3546",173.650552017419
"3547",178.304668836134
"3548",175.370843275589
"3549",77.4940478193447
"3550",207.8097526774
"3551",106.325166518032
"3552",184.923006851867
"3553",122.067957364315
"3554",58.0404454371243
"3555",139.012878936926
"3556",155.897284125284
"3557",136.12732234209
"3558",70.8338032360446
"3559",122.750118434087
"3560",56.8353056293909
"3561",154.297561136741
"3562",207.545140046357
"3563",153.236205355862
"3564",132.196480442851
"3565",144.552271749153
"3566",155.897284125284
"3567",189.164214140523
"3568",125.101693058131
"3569",122.750118434087
"3570",104.255610804627
"3571",184.923006851867
"3572",77.7840299829424
"3573",144.552271749153
"3574",178.304668836134
"3575",96.0699589900694
"3576",152.573166564633
"3577",157.492510711755
"3578",149.995962224953
"3579",114.755137939376
"3580",115.655786615272
"3581",139.028185213322
"3582",134.915850201462
"3583",85.6294131040806
"3584",46.1925581167697
"3585",77.7651795628309
"3586",96.9362447046597
"3587",220.567709809785
"3588",50.8885102597346
"3589",164.963307873352
"3590",130.759456788892
"3591",71.2399029412783
"3592",152.573166564633
"3593",166.525774472291
"3594",173.587321327608
"3595",144.552271749153
"3596",130.635541496756
"3597",136.897754460828
"3598",88.9739008993032
"3599",151.412530803078
"3600",59.4143902877544
"3601",106.325166518032
"3602",124.782411929089
"3603",84.8195966551447
"3604",148.205355344474
"3605",100.514136293507
"3606",121.496558012576
"3607",290.596098664425
"3608",67.2128343831336
"3609",96.3737526632042
"3610",122.692175914444
"3611",173.650552017419
"3612",122.067957364315
"3613",99.9562490712449
"3614",93.2657868474082
"3615",89.6510244425527
"3616",85.9702332140678
"3617",122.692175914444
"3618",88.7206283162328
"3619",122.692175914444
"3620",214.032908086784
"3621",104.255610804627
"3622",179.950397729243
"3623",134.915850201462
"3624",136.12732234209
"3625",175.370843275589
"3626",156.684566512737
"3627",96.0699589900694
"3628",122.692175914444
"3629",201.222140782313
"3630",221.999060639443
"3631",89.3606092819857
"3632",77.7651795628309
"3633",147.371614757809
"3634",220.567709809785
"3635",125.101693058131
"3636",114.755137939376
"3637",111.113564963596
"3638",169.142250476653
"3639",188.955494398846
"3640",77.0123675080557
"3641",211.062847177408
"3642",114.755137939376
"3643",154.297561136741
"3644",112.475029690308
"3645",70.905542297984
"3646",326.637688370837
"3647",184.923006851867
"3648",96.9362447046597
"3649",148.205355344474
"3650",96.8257935729829
"3651",64.3346986970086
"3652",58.0404454371243
"3653",247.294740361865
"3654",240.432234022376
"3655",144.552271749153
"3656",263.237620310765
"3657",214.032908086784
"3658",85.2678158930501
"3659",112.475029690308
"3660",252.175930726837
"3661",106.325166518032
"3662",240.701121413345
"3663",114.755137939376
"3664",153.236205355862
"3665",74.2590803764144
"3666",230.375441060516
"3667",60.8201793338359
"3668",215.961552458696
"3669",247.294740361865
"3670",106.11633450612
"3671",112.475029690308
"3672",177.486167173287
"3673",173.587321327608
"3674",96.0699589900694
"3675",125.101693058131
"3676",202.323881303622
"3677",22.2700472756161
"3678",175.983901367139
"3679",181.206850015055
"3680",104.255610804627
"3681",304.216958071542
"3682",96.3737526632042
"3683",155.897284125284
"3684",124.782411929089
"3685",112.475029690308
"3686",149.995962224953
"3687",179.950397729243
"3688",157.492510711755
"3689",99.978668640412
"3690",304.216958071542
"3691",112.475029690308
"3692",245.360902108577
"3693",130.635541496756
"3694",151.364615670402
"3695",211.062847177408
"3696",207.8097526774
"3697",290.596098664425
"3698",52.9896138884252
"3699",136.821232305206
"3700",252.175930726837
"3701",112.865370052266
"3702",93.5011950928781
"3703",173.587321327608
"3704",111.113564963596
"3705",110.878113024881
"3706",151.364615670402
"3707",51.7297449428015
"3708",124.782411929089
"3709",255.256074268573
"3710",104.255610804627
"3711",73.429363520417
"3712",106.325166518032
"3713",179.503855295412
"3714",63.3643892657489
"3715",215.961552458696
"3716",190.532195986678
"3717",260.887673247319
"3718",144.552271749153
"3719",95.2638170553176
"3720",149.995962224953
"3721",74.7937557347631
"3722",60.2290658193083
"3723",151.364615670402
"3724",39.5357412130457
"3725",176.570083097847
"3726",67.2723059783005
"3727",157.142052358161
"3728",157.147912105339
"3729",83.1338101578201
"3730",148.205355344474
"3731",144.360784831837
"3732",202.323881303622
"3733",207.545140046357
"3734",202.323881303622
"3735",83.0588363966077
"3736",124.782411929089
"3737",108.375982267035
"3738",141.296299283013
"3739",85.6294131040806
"3740",71.0416856387684
"3741",122.067957364315
"3742",133.616262647245
"3743",184.923006851867
"3744",220.567709809785
"3745",83.0588363966077
"3746",95.2638170553176
"3747",95.2638170553176
"3748",211.062847177408
"3749",177.486167173287
"3750",85.2678158930501
"3751",177.486167173287
"3752",175.983901367139
"3753",96.9362447046597
"3754",122.750118434087
"3755",132.190546105722
"3756",70.905542297984
"3757",139.012878936926
"3758",74.4834809520574
"3759",155.897284125284
"3760",201.222140782313
"3761",144.360784831837
"3762",64.3346986970086
"3763",166.525774472291
"3764",56.8353056293909
"3765",263.237620310765
"3766",113.652699348726
"3767",92.2243987105414
"3768",255.256074268573
"3769",391.194715317312
"3770",60.2290658193083
"3771",163.40826199631
"3772",317.986448565349
"3773",59.4143902877544
"3774",153.236205355862
