"","alpha"
"734",1.34724232671553
"735",0.50513704158466
"736",5172.29713744934
"737",4.58507296592562
"738",0.768589557203776
"739",7386.05361274024
"740",3043.72052978706
"741",0.605753549959216
"742",2.72021595892743
"743",21995.5165286438
"744",0.506120516908188
"745",6.94282530065884
"746",120.925568243033
"747",11831.7434436283
"748",27949.9813256344
"749",2.95477654327555
"750",251.342033318108
"751",10539.744470078
"752",0.556485809130361
"753",5843.86751341856
"754",0.990155584256167
"755",10539.744470078
"756",0.837225584856119
"757",2213.17348836746
"758",5.37884742775844
"759",904.36742456363
"760",0.52890718183281
"761",1066.77761145362
"762",5012.41146774855
"763",2.95362719779502
"764",5.32526937770923
"765",10138.6761869345
"766",11831.7434436283
"767",6704.99754518906
"768",0.35160252120016
"769",15142.854732648
"770",12510.2048642835
"771",0.689724699189374
"772",10894.0021121599
"773",0.535371947980304
"774",3.2293061672825
"775",681.778088084366
"776",1.59925343733749
"777",8372.68695747764
"778",1.08593268924292
"779",11831.7434436283
"780",3043.72052978706
"781",1.34724232671553
"782",0.837225584856119
"783",4499.38455662663
"784",0.617513351361741
"785",251.342033318108
"786",1.34724232671553
"787",2.14641504757567
"788",3857.57844078927
"789",2.05603148049869
"790",3043.72052978706
"791",1.34724232671553
"792",0.616515168642265
"793",12634.7557822374
"794",0.22325526367691
"795",1.08593268924292
"796",0.562195903914954
"797",2.12346904991041
"798",7538.096745959
"799",10539.744470078
"800",0.696714519676241
"801",4.03593632088315
"802",7401.11231471687
"803",11831.5696634094
"804",6498.27974291118
"805",0.862412461479308
"806",0.609906355804134
"807",18550.2956093692
"808",9220.31208306689
"809",0.754825453116353
"810",0.605753549959216
"811",0.63470040694275
"812",1.08593268924292
"813",2.52029112393029
"814",1.33720434682058
"815",0.562195903914954
"816",0.820055849928347
"817",4.03593632088315
"818",3267.67299799102
"819",0.841409573890276
"820",21995.5165286438
"821",10356.4311354918
"822",275.416055367566
"823",0.690399788249348
"824",5.99455163921656
"825",3.16017585353735
"826",2.69014374322049
"827",4.03593632088315
"828",1.7566213237072
"829",872.793067871636
"830",18050.8893969539
"831",3.16017585353735
"832",15142.854732648
"833",6552.21065819161
"834",4.58507296592562
"835",2959.8041263086
"836",3.21585397885859
"837",21995.5165286438
"838",10539.744470078
"839",0.665398087096309
"840",15299.7358532875
"841",1.40698192730135
"842",0.43330837006276
"843",12159.319011867
"844",3249.97566369385
"845",5843.86751341856
"846",0.422102408939263
"847",0.802895287119714
"848",1.08340997600048
"849",2.69014374322049
"850",995.150323111363
"851",9220.31208306689
"852",4.03593632088315
"853",5333.53600658563
"854",2633.31034706123
"855",1.96426837517328
"856",1.16446658145586
"857",1345.99569796561
"858",5.32526937770923
"859",31705.972092404
"860",5333.53600658563
"861",4499.38455662663
"862",2.52029112393029
"863",3.16017585353735
"864",3.16017585353735
"865",6552.21065819161
"866",5333.53600658563
"867",995.150323111363
"868",31705.972092404
"869",3232.58031248093
"870",10225.3087023352
"871",3.91481253948655
"872",0.696714519676241
"873",5485.55680776442
"874",4.09154357912569
"875",1472.89474033712
"876",0.690399788249348
"877",5333.53600658563
"878",7386.05361274024
"879",3.16017585353735
"880",0.845483705391309
"881",2.95362719779502
"882",4312.34304220335
"883",2.69014374322049
"884",0.802895287119714
"885",0.657495364015472
"886",0.665398087096309
"887",1515.65830752826
"888",0.837225584856119
"889",18050.8893969539
"890",10225.3087023352
"891",2633.31034706123
"892",1.24492733543496
"893",1.16446658145586
"894",5012.41146774855
"895",251.342033318108
"896",0.263137470075575
"897",21995.5165286438
"898",11831.7434436283
"899",2.12346904991041
"900",5.99455163921656
"901",3.16017585353735
"902",0.990155584256167
"903",11831.7434436283
"904",3.2293061672825
"905",388.662754921141
"906",2.69014374322049
"907",10356.4311354918
"908",1.57859391769973
"909",2.52029112393029
"910",11831.5696634094
"911",5485.55680776442
"912",233.462223325529
"913",5.32526937770923
"914",0.820055849928347
"915",15142.854732648
"916",8064.40164420703
"917",1.48598576168991
"918",0.289377754618132
"919",2.45074587603692
"920",3.16017585353735
"921",995.150323111363
"922",10539.744470078
"923",13389.1190577794
"924",22114.3735584039
"925",0.862412461479308
"926",3.16017585353735
"927",3857.57844078927
"928",24320.5439408102
"929",1.7787012560849
"930",5.32526937770923
"931",7386.05361274024
"932",6.94282530065884
"933",0.418175014714756
"934",0.908091529326724
"935",0.754825453116353
"936",4.58507296592562
"937",9220.31208306689
"938",31705.972092404
"939",1.0979700843208
"940",10356.4311354918
"941",1.50594610998397
"942",0.745091248254639
"943",6498.27974291118
"944",1.08593268924292
"945",3.16017585353735
"946",806.487515274433
"947",1476.05127759084
"948",1.99700863601936
"949",0.802895287119714
"950",3043.72052978706
"951",0.640654963895126
"952",301.593919076618
"953",3043.72052978706
"954",5.32526937770923
"955",10356.4311354918
"956",2297.68304655593
"957",2213.17348836746
"958",1.32438832901204
"959",24320.5439408102
"960",806.487515274433
"961",1.16446658145586
"962",1.68290778367908
"963",0.990155584256167
"964",5012.41146774855
"965",0.689724699189374
"966",0.640654963895126
"967",3.2293061672825
"968",0.640636246735063
"969",904.36742456363
"970",251.342033318108
"971",0.802895287119714
"972",4.09154357912569
"973",0.605753549959216
"974",18050.8893969539
"975",1.40698192730135
"976",7506.59372435631
"977",1.50594610998397
"978",22114.3735584039
"979",0.754825453116353
"980",4780.50642831636
"981",1.7566213237072
"982",8240.83286372788
"983",0.802895287119714
"984",0.487213433985713
"985",0.43330837006276
"986",0.665398087096309
"987",1.48598576168991
"988",1.57859391769973
"989",7000.45888983478
"990",16046.5367668576
"991",16108.3990475276
"992",1472.89474033712
"993",7386.05361274024
"994",15142.854732648
"995",0.52890718183281
"996",5012.41146774855
"997",6964.2969908268
"998",0.182015366897486
"999",8372.68695747764
"1000",21995.5165286438
"1001",1.40698192730135
"1002",1.0979700843208
"1003",2213.17348836746
"1004",4.58507296592562
"1005",18050.8893969539
"1006",2.12346904991041
"1007",3.16017585353735
"1008",1.08340997600048
"1009",2.72021595892743
"1010",5.32526937770923
"1011",1.84549576880239
"1012",7401.11231471687
"1013",0.509904151580937
"1014",2297.68304655593
"1015",1.96426837517328
"1016",5333.53600658563
"1017",21995.5165286438
"1018",4.89627302274882
"1019",2.12346904991041
"1020",0.556231807479794
"1021",3043.72052978706
"1022",3.16017585353735
"1023",1.16446658145586
"1024",935.848651383706
"1025",10539.744470078
"1026",301.593919076618
"1027",4.03593632088315
"1028",7386.05361274024
"1029",24320.5439408102
"1030",7401.11231471687
"1031",1.66240740024944
"1032",1.14634118567773
"1033",0.768629922415638
"1034",16046.5367668576
"1035",2.45074587603692
"1036",3.21585397885859
"1037",6552.21065819161
"1038",1.33720434682058
"1039",0.477693054497345
"1040",806.487515274433
"1041",2.95477654327555
"1042",5736.54649249103
"1043",24320.5439408102
"1044",0.711757579132534
"1045",2.52029112393029
"1046",0.487213433985713
"1047",2297.68304655593
"1048",1.96426837517328
"1049",5333.53600658563
"1050",0.894559693166585
"1051",7386.05361274024
"1052",13084.1751988487
"1053",0.52890718183281
"1054",3043.72052978706
"1055",16046.5367668576
"1056",5333.53600658563
"1057",2.95362719779502
"1058",1.50594610998397
"1059",2291.37069172547
"1060",22114.3735584039
"1061",0.745329047468737
"1062",2157.60402842485
"1063",16046.5367668576
"1064",0.990155584256167
"1065",6807.26109724025
"1066",2.12346904991041
"1067",1.43249956395572
"1068",190.029883939505
"1069",3232.58031248093
"1070",4.58507296592562
"1071",15299.7358532875
"1072",10894.0021121599
"1073",1.84549576880239
"1074",0.535371947980304
"1075",10539.744470078
"1076",0.62147846756422
"1077",3043.72052978706
"1078",0.824875761171408
"1079",2213.17348836746
"1080",0.515916414298836
"1081",1.50594610998397
"1082",3232.58031248093
"1083",1.59925343733749
"1084",16046.5367668576
"1085",995.150323111363
"1086",6807.26109724025
"1087",5485.55680776442
"1088",1.50594610998397
"1089",7000.45888983478
"1090",0.506120516908188
"1091",0.689724699189374
"1092",1472.89474033712
"1093",9220.31208306689
"1094",5012.41146774855
"1095",5.32526937770923
"1096",4111.22111915397
"1097",0.839732125416688
"1098",1.16711428693532
"1099",7386.05361274024
"1100",2157.60402842485
"1101",2.12346904991041
"1102",251.342033318108
"1103",2.14641504757567
"1104",1.16711428693532
"1105",32.9618358212066
"1106",10539.744470078
"1107",5333.53600658563
"1108",1066.77761145362
"1109",681.778088084366
"1110",0.673748783768527
"1111",7401.11231471687
"1112",1175.06884454119
"1113",6498.27974291118
"1114",0.340265526115745
"1115",1.43249956395572
"1116",2.72021595892743
"1117",1.43249956395572
"1118",3043.72052978706
"1119",301.593919076618
"1120",0.815879373733023
"1121",0.946824614449725
"1122",15299.7358532875
"1123",4.89627302274882
"1124",6417.18216155845
"1125",0.392063788626321
"1126",7401.11231471687
"1127",5333.53600658563
"1128",15299.7358532875
"1129",11831.5696634094
"1130",806.487515274433
"1131",1.50594610998397
"1132",0.63470040694275
"1133",11831.7434436283
"1134",27949.9813256344
"1135",2959.8041263086
"1136",1.0177648566331
"1137",0.837225584856119
"1138",10889.5995371543
"1139",0.605753549959216
"1140",0.605753549959216
"1141",1066.77761145362
"1142",2.95362719779502
"1143",15142.854732648
"1144",10894.0021121599
"1145",12159.319011867
"1146",10539.744470078
"1147",11.49109622564
"1148",2.14641504757567
"1149",3.16017585353735
"1150",2.95477654327555
"1151",0.498883561631862
"1152",12510.2048642835
"1153",1.96426837517328
"1154",466.17830429226
"1155",5.37884742775844
"1156",995.150323111363
"1157",11831.7434436283
"1158",15142.854732648
"1159",1.16711428693532
"1160",995.150323111363
"1161",10539.744470078
"1162",14478.2861973349
"1163",5333.53600658563
"1164",2297.68304655593
"1165",12159.319011867
"1166",12510.2048642835
"1167",7401.11231471687
"1168",14478.2861973349
"1169",0.802895287119714
"1170",935.848651383706
"1171",0.412460220730519
"1172",6552.21065819161
"1173",0.788675764319423
"1174",2.69014374322049
"1175",0.696714519676241
"1176",21995.5165286438
"1177",0.4087931786362
"1178",10894.0021121599
"1179",16108.3990475276
"1180",13389.1190577794
"1181",0.605753549959216
"1182",1.43249956395572
"1183",5333.53600658563
"1184",806.487515274433
"1185",24320.5439408102
"1186",5333.53600658563
"1187",21995.5165286438
"1188",10539.744470078
"1189",21995.5165286438
"1190",5333.53600658563
"1191",11831.5696634094
"1192",1.50594610998397
"1193",1.08593268924292
"1194",5485.55680776442
"1195",1.16711428693532
"1196",3.16017585353735
"1197",3.16017585353735
"1198",3.16017585353735
"1199",10539.744470078
"1200",14478.2861973349
"1201",0.754825453116353
"1202",7386.05361274024
"1203",3043.72052978706
"1204",0.862412461479308
"1205",4749.59589475677
"1206",0.605753549959216
"1207",1.67502633143017
"1208",5012.41146774855
"1209",7386.05361274024
"1210",0.52890718183281
"1211",3025.61929920574
"1212",1.50594610998397
"1213",5333.53600658563
"1214",4.03593632088315
"1215",0.627497246477025
"1216",7000.45888983478
"1217",6498.27974291118
"1218",0.477693054497345
"1219",233.462223325529
"1220",18050.8893969539
"1221",4312.34304220335
"1222",3585.84097707182
"1223",2297.68304655593
"1224",5.99455163921656
"1225",2.45074587603692
"1226",1.0979700843208
"1227",1.48598576168991
"1228",3232.58031248093
"1229",0.63470040694275
"1230",1.59925343733749
"1231",1.13487424174564
"1232",1663.45861649465
"1233",3.16017585353735
"1234",0.251000611787484
"1235",2.3575140692418
"1236",12634.7557822374
"1237",2.69014374322049
"1238",2.69014374322049
"1239",2.12346904991041
"1240",7386.05361274024
"1241",2.12346904991041
"1242",32.9618358212066
"1243",3857.57844078927
"1244",8440.58972241042
"1245",0.418175014714756
"1246",4179.07291143091
"1247",2633.31034706123
"1248",0.535371947980304
"1249",4499.38455662663
"1250",3376.89682036287
"1251",0.220611630451158
"1252",12159.319011867
"1253",1.96426837517328
"1254",4.03593632088315
"1255",0.562195903914954
"1256",1.08340997600048
