"","x"
"1",76.1066241317146
"2",124.122715459555
"3",41.0352573929231
"4",364.167172660339
"5",33.0102882313768
"6",181198623.123
"7",2.7931121407531
"8",21.3617912028789
"9",210.786864344278
"10",68.6429951726098
"11",1446.36025854916
"12",18.9724489762365
"13",226.504765624198
"14",226.504765624198
"15",12665969.1633149
"16",71.3277641404251
"17",226.504765624198
"18",1097.34136061215
"19",84.1359781746681
"20",76.1066241317146
"21",0.00786167458630044
"22",12046471855.0582
"23",480.294001331441
"24",68.95677536515
"25",41.0352573929231
"26",128.235641229474
"27",0.910648027715304
"28",18.9724489762365
"29",480.294001331441
"30",143.828300671822
"31",480.294001331441
"32",64.5598984913562
"33",129.147855961912
"34",1111.32859692884
"35",26.9102082624061
"36",33.8290748891238
"37",36.2809364318939
"38",573100940.831974
"39",1331.09338113796
"40",1559.36113531437
"41",326760384.138945
"42",585.157545460465
"43",139.277875150768
"44",6.84854469361697e-09
"45",2194033009747.41
"46",362.376303860732
"47",226.504765624198
"48",29.5681484959768
"49",1441.08256667687
"50",84.1359781746681
"51",71.3277641404251
"52",226.504765624198
"53",34928344.327823
"54",33.0102882313768
"55",199.954563014025
"56",865203262134.941
"57",0.00786167458630044
"58",0.910648027715304
"59",334.609112744876
"60",71.2846928683977
"61",791.054824574263
"62",6.84854469361697e-09
"63",129.147855961912
"64",226.504765624198
"65",128.594412587034
"66",2.7931121407531
"67",21.3617912028789
"68",129.147855961912
"69",129.147855961912
"70",124.536049665023
"71",26933622.2939433
"72",96.2311416093626
"73",139.277875150768
"74",341789.943184032
"75",341789.943184032
"76",128.235641229474
"77",20126.1697325139
"78",880.689964254508
"79",1054248212942.52
"80",229.556965508981
"81",229.824895983497
"82",0.236612572455357
"83",480.294001331441
"84",129711729971793
"85",846.381815918263
"86",4.56155383471384
"87",143.828300671822
"88",865203262134.941
"89",41.0352573929231
"90",34.2315524838202
"91",84.1359781746681
"92",122.773224385991
"93",1331.09338113796
"94",141.935711748177
"95",130.876623617591
"96",4711186956.64333
"97",1441.08256667687
"98",135.694440300583
"99",81.6409576500853
"100",77.385751643891
"101",1.58705402196589e-10
"102",26.9102082624061
"103",79.5996353820218
"104",26933622.2939433
"105",76.1066241317146
"106",341789.943184032
"107",141.935711748177
"108",73.360215138419
"109",129.147855961912
"110",135.694440300583
"111",128.645578833018
"112",68.6429951726098
"113",71.2846928683977
"114",30756306246300.1
"115",143.828300671822
"116",226.504765624198
"117",178.443850017657
"118",21.8987320757514
"119",362.376303860732
"120",77.385751643891
"121",135.694440300583
"122",75.6492458017304
"123",84.1359781746681
"124",35.1472761048045
"125",0.000510125022857893
"126",143.828300671822
"127",362.376303860732
"128",77.385751643891
"129",226.504765624198
"130",0.236612572455357
"131",295937.163735593
"132",78.3037367969293
"133",224.516001320489
"134",42.7126908442531
"135",229.824895983497
"136",362.376303860732
"137",42.7126908442531
"138",98.2059961226132
"139",1097.34136061215
"140",0.000591937608431713
"141",460730.291805541
"142",33.0102882313768
"143",21.3617912028789
"144",105.059274333513
"145",224.516001320489
"146",98.2059961226132
"147",128.235641229474
"148",26933622.2939433
"149",68.6429951726098
"150",41.0352573929231
"151",224.516001320489
"152",1097.34136061215
"153",129.147855961912
"154",128.235641229474
"155",224.516001320489
"156",76.1066241317146
"157",143.828300671822
"158",300.077254522018
"159",791.054824574263
"160",6.84854469361697e-09
"161",76.1066241317146
"162",1441.08256667687
"163",1763396877502.33
"164",143.828300671822
"165",226.504765624198
"166",123.023697263172
"167",75.77486887195
"168",129.147855961912
"169",1441.08256667687
"170",38.418801321756
"171",300.077254522018
"172",199.954563014025
"173",58670133.919899
"174",6.84854469361697e-09
"175",4711186956.64333
"176",345.408661195144
"177",71.3277641404251
"178",784.524249126175
"179",825.969353579031
"180",300.077254522018
"181",1.07151222657706
"182",573100940.831974
"183",341789.943184032
"184",19.2556411919276
"185",71.3277641404251
"186",128.235641229474
"187",132.938712096537
"188",96.2311416093626
"189",300.077254522018
"190",763.558507348945
"191",334.609112744876
"192",71.3277641404251
"193",12046471855.0582
"194",30.2753181012725
"195",1111.32859692884
"196",1097.34136061215
"197",98.2059961226132
"198",224.516001320489
"199",103.326179686376
"200",6.84854469361697e-09
"201",1097.34136061215
"202",128.235641229474
"203",33.0102882313768
"204",1559.36113531437
"205",229.824895983497
"206",362.376303860732
"207",77.385751643891
"208",880.689964254508
"209",0.000591937608431713
"210",231.723414963623
"211",84.1359781746681
"212",128.645578833018
"213",127.55272454578
"214",229.556965508981
"215",362.376303860732
"216",128.235641229474
"217",98.2059961226132
"218",71.3277641404251
"219",1559.36113531437
"220",29.5681484959768
"221",791.054824574263
"222",10103959784468.9
"223",480.294001331441
"224",228.27907204375
"225",0.769444579233881
"226",135.694440300583
"227",229.824895983497
"228",0.000591937608431713
"229",1.07151222657706
"230",1446.36025854916
"231",41.0352573929231
"232",39660.7262770951
"233",460730.291805541
"234",1111.32859692884
"235",51.1253904078639
"236",141.935711748177
"237",128.235641229474
"238",141.935711748177
"239",480.294001331441
"240",67.8118939121938
"241",29.5681484959768
"242",2149862940015.31
"243",84.1359781746681
"244",224.516001320489
"245",4711186956.64333
"246",880.689964254508
"247",122.773224385991
"248",132.938712096537
"249",341789.943184032
"250",67.8118939121938
"251",0.0136096561210245
"252",1763396877502.33
"253",77.385751643891
"254",68.95677536515
"255",129711729971793
"256",9129.27223096482
"257",229.556965508981
"258",229.824895983497
"259",70991495340.3811
"260",6509.6834675816
"261",1.3876065221162
"262",266.120380786246
"263",132.938712096537
"264",11.4043823247285
