"","x"
"1",47.7125461973493
"2",47.7125461973493
"3",2.35458861116175
"4",1381.63433315845
"5",179.139575435001
"6",187.000922915852
"7",615.14727691431
"8",2621.70407841903
"9",219.174577258019
"10",1607.25106042685
"11",179.139575435001
"12",434.378370579757
"13",2.73858368090916
"14",3.49991792261257e-05
"15",3116.39154250696
"16",0.000604500609134507
"17",925.887880279924
"18",4170.38230336355
"19",77.5079532267505
"20",434.378370579757
"21",615.14727691431
"22",1607.25106042685
"23",47.7125461973493
"24",3.49991792261257e-05
"25",444.533651283143
"26",77.5079532267505
"27",2.35458861116175
"28",179.139575435001
"29",5228.31242791396
"30",2.35458861116175
"31",1096.04578672587
"32",0.000818135083382751
"33",412.037379422564
"34",3.49991792261257e-05
"35",3.09715431342456e-05
"36",7.95407281958443e-16
"37",3.49991792261257e-05
"38",358.09729076361
"39",777.16897793145
"40",77.5079532267505
"41",367.659573034877
"42",99.6792705765628
"43",2621.70407841903
"44",179.139575435001
"45",777.16897793145
"46",412.037379422564
"47",7.47353213210226e-05
"48",704.99958960959
"49",1368.16975619655
"50",2.73858368090916
"51",72.1315259581932
"52",2.35458861116175
"53",0.0881075053600256
"54",5.21105238318393e-05
"55",750.55778278278
"56",7.47353213210226e-05
"57",77.5079532267505
"58",0.000818135083382751
"59",47.7125461973493
"60",70.6501879885916
"61",2.10284290003659e-05
"62",179.139575435001
"63",1730.79551404737
"64",3196.54018358463
"65",179.139575435001
"66",179.139575435001
"67",444.533651283143
"68",358.09729076361
"69",77.5079532267505
"70",3.09715431342456e-05
"71",5.21105238318393e-05
"72",1084.35449988319
"73",0.000241715418206139
"74",880.046231570414
"75",179.139575435001
"76",0.000604500609134507
"77",434.378370579757
"78",187.000922915852
"79",457.060371038543
"80",1096.04578672587
"81",0.000818135083382751
"82",2.35458861116175
"83",434.378370579757
"84",1.27944255716415e-07
"85",412.037379422564
"86",179.139575435001
"87",1607.25106042685
"88",179.139575435001
"89",2.73858368090916
"90",5.21105238318393e-05
"91",2206.6640848327
"92",704.99958960959
"93",0.000818135083382751
"94",1607.25106042685
"95",925.887880279924
"96",179.139575435001
"97",0.000818135083382751
"98",5.21105238318393e-05
"99",2621.70407841903
"100",615.14727691431
"101",683.474312807399
"102",3.37002052918733e-07
"103",187.000922915852
"104",179.139575435001
"105",282.433743314455
"106",70.6501879885916
"107",3758.11786737271
"108",12.7468897236383
"109",777.16897793145
"110",1368.16975619655
"111",77.5079532267505
"112",1096.04578672587
"113",3.49991792261257e-05
"114",77.5079532267505
"115",0.000604500609134507
"116",2.35458861116175
"117",683.474312807399
"118",1.1694766426672e-09
"119",367.659573034877
"120",1730.79551404737
"121",1.1694766426672e-09
"122",62.4585216031219
"123",62.4585216031219
"124",444.533651283143
"125",12.7468897236383
"126",1368.16975619655
"127",7.47353213210226e-05
"128",25144.9446351958
"129",7.47353213210226e-05
"130",3.49991792261257e-05
"131",0.000281671584462261
"132",0.000241715418206139
"133",2.35458861116175
"134",434.378370579757
"135",77.5079532267505
"136",0.000604500609134507
"137",1368.16975619655
"138",925.887880279924
"139",683.474312807399
"140",683.474312807399
"141",0.000604500609134507
"142",434.378370579757
"143",0.000818135083382751
"144",282.433743314455
"145",3.09715431342456e-05
"146",2621.70407841903
"147",3116.39154250696
"148",179.139575435001
"149",4.25752258070615
"150",1730.79551404737
"151",0.000604500609134507
"152",3.54524152662287e-05
"153",925.887880279924
"154",179.139575435001
"155",2.73858368090916
"156",2473.75521297505
"157",0.000326049089251865
"158",615.14727691431
"159",777.16897793145
"160",704.99958960959
"161",47.7125461973493
"162",925.887880279924
"163",0.000604500609134507
"164",5.21105238318393e-05
"165",5.21105238318393e-05
"166",683.474312807399
"167",434.378370579757
"168",219.174577258019
"169",3.37002052918733e-07
"170",1368.16975619655
"171",444.533651283143
"172",7.47353213210226e-05
